Name,Type,Category,Country,lat,lon,geocode,Département
Tama Pharma,node,pharmacy,HT,18.5469773,-72.3063586,"18.5469773 , -72.3063586",Ouest
Precision Pharma,node,pharmacy,HT,18.5457458,-72.307076,"18.5457458 , -72.307076",Ouest
Pharmacie Samaritaine,node,pharmacy,HT,18.5447658,-72.3074697,"18.5447658 , -72.3074697",Ouest
Mikro pharma,node,pharmacy,HT,18.5452805,-72.3071958,"18.5452805 , -72.3071958",Ouest
Pharmacie Federale,node,pharmacy,HT,18.5437759,-72.309156,"18.5437759 , -72.309156",Ouest
unknown name,node,pharmacy,HT,18.516666,-72.603138,"18.516666 , -72.603138",Ouest
carme pharma,node,pharmacy,HT,18.4983346,-72.5969323,"18.4983346 , -72.5969323",Ouest
prosh pharmacie,node,pharmacy,HT,18.5078248,-72.6309639,"18.5078248 , -72.6309639",Ouest
unknown name,node,pharmacy,HT,18.5112775,-72.6328798,"18.5112775 , -72.6328798",Ouest
pharmacie blanda,node,pharmacy,HT,18.516494,-72.6371568,"18.516494 , -72.6371568",Ouest
larenaissance,node,pharmacy,HT,18.4560751,-72.6340032,"18.4560751 , -72.6340032",Ouest
pharmacie communautaire,node,pharmacy,HT,18.1841747,-72.7582195,"18.1841747 , -72.7582195",Sud-Est
st paul,node,pharmacy,HT,18.5112052,-72.6324928,"18.5112052 , -72.6324928",Ouest
Pharmacie 17,node,pharmacy,HT,18.5958879,-72.2566822,"18.5958879 , -72.2566822",Ouest
Shalom Pharmacie,node,pharmacy,HT,18.5829991,-72.2330789,"18.5829991 , -72.2330789",Ouest
disp.marie louise de jesus,node,pharmacy,HT,18.5983462,-72.2397182,"18.5983462 , -72.2397182",Ouest
Le Colibri Pharma Store,node,pharmacy,HT,18.5938094,-72.2531566,"18.5938094 , -72.2531566",Ouest
Indada Pharmacie Store,node,pharmacy,HT,18.5815765,-72.2394777,"18.5815765 , -72.2394777",Ouest
union pharmacie druc store,node,pharmacy,HT,18.5792539,-72.2421168,"18.5792539 , -72.2421168",Ouest
unknown name,node,pharmacy,HT,18.2477724,-72.522362,"18.2477724 , -72.522362",Sud-Est
gesner pharma,node,pharmacy,HT,18.226701,-72.4627353,"18.226701 , -72.4627353",Sud-Est
unknown name,node,pharmacy,HT,18.2272591,-72.4664773,"18.2272591 , -72.4664773",Sud-Est
pharmacie d'urgence,node,pharmacy,HT,19.4546326,-72.6894968,"19.4546326 , -72.6894968",Artibonite
rhitana pharma,node,pharmacy,HT,19.4385067,-72.6801871,"19.4385067 , -72.6801871",Artibonite
paulette pharmacie,node,pharmacy,HT,18.614338,-72.2765497,"18.614338 , -72.2765497",Ouest
post de vacsination,node,pharmacy,HT,18.469755,-72.56971,"18.469755 , -72.56971",Ouest
Pharmacie Flamma divine,node,pharmacy,HT,18.6050951,-72.2832369,"18.6050951 , -72.2832369",Ouest
ninou drug store pharmacie du bon samaritain,node,pharmacy,HT,18.2299288,-72.3971988,"18.2299288 , -72.3971988",Sud-Est
pharmacie mont carmel,node,pharmacy,HT,18.2311841,-72.395953,"18.2311841 , -72.395953",Sud-Est
Maranatha Pharmacie et drug store,node,pharmacy,HT,18.2299249,-72.3968832,"18.2299249 , -72.3968832",Sud-Est
pharmacie chritian jacques,node,pharmacy,HT,19.445451,-72.6925097,"19.445451 , -72.6925097",Artibonite
Pharmacie Ave Maria,node,pharmacy,HT,19.4476748,-72.6894679,"19.4476748 , -72.6894679",Artibonite
Polyclinique du Temps,node,pharmacy,HT,19.4477507,-72.6903854,"19.4477507 , -72.6903854",Artibonite
Pharmacie Alpha d'urgence,node,pharmacy,HT,19.4476373,-72.6893863,"19.4476373 , -72.6893863",Artibonite
pharmacie le phare,node,pharmacy,HT,19.4478594,-72.6917229,"19.4478594 , -72.6917229",Artibonite
complexe sainte anne pharma,node,pharmacy,HT,19.4452847,-72.6919529,"19.4452847 , -72.6919529",Artibonite
unknown name,node,pharmacy,HT,18.5584339,-72.2752312,"18.5584339 , -72.2752312",Ouest
pharmacie de st pierre.labo,node,pharmacy,HT,18.5601366,-72.275842,"18.5601366 , -72.275842",Ouest
unknown name,node,pharmacy,HT,18.2331625,-72.3192094,"18.2331625 , -72.3192094",Sud-Est
pharmacie dispensaire,node,pharmacy,HT,18.6330631,-72.26193,"18.6330631 , -72.26193",Ouest
dieu tout puissant pharmacie,node,pharmacy,HT,18.2316682,-72.3259343,"18.2316682 , -72.3259343",Sud-Est
grace divine pharmacie,node,pharmacy,HT,18.2316491,-72.3251389,"18.2316491 , -72.3251389",Sud-Est
jerusalem pharma,node,pharmacy,HT,18.2324565,-72.3207212,"18.2324565 , -72.3207212",Sud-Est
centre de sante de marigot,node,pharmacy,HT,18.2317137,-72.3263213,"18.2317137 , -72.3263213",Sud-Est
pharmacie de la vie,node,pharmacy,HT,18.6116905,-72.2357834,"18.6116905 , -72.2357834",Ouest
Biomeidilab/ laboratoire d'analyses,node,pharmacy,HT,19.4480391,-72.6887249,"19.4480391 , -72.6887249",Artibonite
pharmacie EPHRATA,node,pharmacy,HT,19.4456784,-72.6882464,"19.4456784 , -72.6882464",Artibonite
Pharmacie secours de l'eternel,node,pharmacy,HT,19.4695213,-72.6727297,"19.4695213 , -72.6727297",Artibonite
Garizim Pharma,node,pharmacy,HT,19.4430776,-72.6789402,"19.4430776 , -72.6789402",Artibonite
Grtou pharma,node,pharmacy,HT,19.443357,-72.6792303,"19.443357 , -72.6792303",Artibonite
Philo pharma,node,pharmacy,HT,19.4690277,-72.6732458,"19.4690277 , -72.6732458",Artibonite
Pharmacie paracelse,node,pharmacy,HT,19.4485048,-72.6881344,"19.4485048 , -72.6881344",Artibonite
Pharmacie nouvelle,node,pharmacy,HT,19.4523953,-72.6829452,"19.4523953 , -72.6829452",Artibonite
louis Pasteur,node,pharmacy,HT,19.4440388,-72.6821273,"19.4440388 , -72.6821273",Artibonite
Phare de denloorho pharma,node,pharmacy,HT,19.4708912,-72.671131,"19.4708912 , -72.671131",Artibonite
Pharmacie CMP,node,pharmacy,HT,19.4650731,-72.6757163,"19.4650731 , -72.6757163",Artibonite
Solution pharma,node,pharmacy,HT,19.4510497,-72.684636,"19.4510497 , -72.684636",Artibonite
Agrepharm depot de produits pharmaceutique,node,pharmacy,HT,19.4487522,-72.6877878,"19.4487522 , -72.6877878",Artibonite
Univers pharma,node,pharmacy,HT,19.4418217,-72.674606,"19.4418217 , -72.674606",Artibonite
Pharmacie vers l'espoir,node,pharmacy,HT,18.579959,-72.2297435,"18.579959 , -72.2297435",Ouest
Farmacie Joseph Jeannine,node,pharmacy,HT,18.5789886,-72.2282831,"18.5789886 , -72.2282831",Ouest
Pharmacie Betheheme #5,node,pharmacy,HT,18.5804497,-72.2278013,"18.5804497 , -72.2278013",Ouest
Pharmacie Beau Soleil,node,pharmacy,HT,18.5769387,-72.2300358,"18.5769387 , -72.2300358",Ouest
Stop Clinique de Chez Nous,node,pharmacy,HT,18.5765196,-72.2275063,"18.5765196 , -72.2275063",Ouest
Pharmacie bon Secours,node,pharmacy,HT,18.5774503,-72.2278521,"18.5774503 , -72.2278521",Ouest
unknown name,node,pharmacy,HT,18.577594,-72.2271395,"18.577594 , -72.2271395",Ouest
Pharmacie Rx Temps,node,pharmacy,HT,18.5775171,-72.2274407,"18.5775171 , -72.2274407",Ouest
jerusalem pharma,node,pharmacy,HT,19.4441869,-72.6783571,"19.4441869 , -72.6783571",Artibonite
Pharmacie l'Aurore,node,pharmacy,HT,19.4496551,-72.6901875,"19.4496551 , -72.6901875",Artibonite
phamacie jezu konnen,node,pharmacy,HT,19.4513944,-72.689881,"19.4513944 , -72.689881",Artibonite
mama mini pharma,node,pharmacy,HT,19.4433803,-72.6918934,"19.4433803 , -72.6918934",Artibonite
pharmacie du coin,node,pharmacy,HT,19.4475664,-72.6913241,"19.4475664 , -72.6913241",Artibonite
cardino pharma,node,pharmacy,HT,19.4499427,-72.6901501,"19.4499427 , -72.6901501",Artibonite
pharmacie g. marthelier,node,pharmacy,HT,19.4461993,-72.6926417,"19.4461993 , -72.6926417",Artibonite
phamacie nouvelle et produits cosmetiques,node,pharmacy,HT,19.4528257,-72.6896833,"19.4528257 , -72.6896833",Artibonite
pharmacie de la grace,node,pharmacy,HT,19.448,-72.6902312,"19.448 , -72.6902312",Artibonite
unknown name,node,pharmacy,HT,19.4511605,-72.6898493,"19.4511605 , -72.6898493",Artibonite
phamacie speciale produits divers,node,pharmacy,HT,19.4512284,-72.6899185,"19.4512284 , -72.6899185",Artibonite
betty pharma,node,pharmacy,HT,19.6342515,-73.0541764,"19.6342515 , -73.0541764",Artibonite
maggy's pharma,node,pharmacy,HT,19.6353302,-73.0560342,"19.6353302 , -73.0560342",Artibonite
Pharmacie du Peuple,node,pharmacy,HT,18.5143254,-72.2877892,"18.5143254 , -72.2877892",Ouest
Pharmacie Saint Antoine,node,pharmacy,HT,18.5170208,-72.2826495,"18.5170208 , -72.2826495",Ouest
Multipharma pharmacy,node,pharmacy,HT,18.5138371,-72.2875222,"18.5138371 , -72.2875222",Ouest
pharmacie du jourdain,node,pharmacy,HT,19.3019068,-72.6097014,"19.3019068 , -72.6097014",Artibonite
unknown name,node,pharmacy,HT,19.3042852,-72.6088061,"19.3042852 , -72.6088061",Artibonite
Sabbaoth Pharmacie,node,pharmacy,HT,18.5904379,-72.2924876,"18.5904379 , -72.2924876",Ouest
pharmacie com sopram,node,pharmacy,HT,18.5869077,-72.2816649,"18.5869077 , -72.2816649",Ouest
provi pharma,node,pharmacy,HT,18.5860511,-72.2777289,"18.5860511 , -72.2777289",Ouest
Pharmacie Mobile,node,pharmacy,HT,19.263161,-72.517116,"19.263161 , -72.517116",Artibonite
Pharmacie Bon Berger,node,pharmacy,HT,19.2626678,-72.5170631,"19.2626678 , -72.5170631",Artibonite
Yola Pharma,node,pharmacy,HT,18.5128623,-72.2875714,"18.5128623 , -72.2875714",Ouest
unknown name,node,pharmacy,HT,18.6462923,-74.1119878,"18.6462923 , -74.1119878",Grande'Anse
Pharmacie Fatima,node,pharmacy,HT,18.6449891,-74.1135545,"18.6449891 , -74.1135545",Grande'Anse
Imma Pharmacie,node,pharmacy,HT,18.6505356,-74.1172072,"18.6505356 , -74.1172072",Grande'Anse
unknown name,node,pharmacy,HT,18.6479113,-74.1164728,"18.6479113 , -74.1164728",Grande'Anse
Pharmacie du Peuple,node,pharmacy,HT,18.644446,-74.1148965,"18.644446 , -74.1148965",Grande'Anse
Pharmacie du Centre,node,pharmacy,HT,18.6443496,-74.1144693,"18.6443496 , -74.1144693",Grande'Anse
Alpha et L'omega,node,pharmacy,HT,18.5753624,-72.274082,"18.5753624 , -72.274082",Ouest
Technico Pharma,node,pharmacy,HT,18.5691727,-72.2828416,"18.5691727 , -72.2828416",Ouest
Yanyande Pharme,node,pharmacy,HT,18.5723045,-72.2813909,"18.5723045 , -72.2813909",Ouest
La Fleur Pharma,node,pharmacy,HT,18.5968289,-72.27881,"18.5968289 , -72.27881",Ouest
Dynou Pharma,node,pharmacy,HT,18.5906644,-72.2569681,"18.5906644 , -72.2569681",Ouest
Pharma Mil,node,pharmacy,HT,18.5688464,-72.2832511,"18.5688464 , -72.2832511",Ouest
Provi Pharma,node,pharmacy,HT,18.587027,-72.2814063,"18.587027 , -72.2814063",Ouest
Phamacie Lory,node,pharmacy,HT,18.5720663,-72.2622207,"18.5720663 , -72.2622207",Ouest
pharmacie belecour,node,pharmacy,HT,18.5727521,-72.3357863,"18.5727521 , -72.3357863",Ouest
pharmacie des clients,node,pharmacy,HT,18.5914257,-72.3071933,"18.5914257 , -72.3071933",Ouest
Bon secour,node,pharmacy,HT,18.5385593,-72.3522837,"18.5385593 , -72.3522837",Ouest
St Michel,node,pharmacy,HT,18.5376035,-72.3509024,"18.5376035 , -72.3509024",Ouest
St Michel,node,pharmacy,HT,18.538153,-72.3507885,"18.538153 , -72.3507885",Ouest
unknown name,node,pharmacy,HT,18.5332012,-72.3341926,"18.5332012 , -72.3341926",Ouest
unknown name,node,pharmacy,HT,19.0264218,-72.6239543,"19.0264218 , -72.6239543",Artibonite
Cetropharma,node,pharmacy,HT,18.5387109,-72.3389017,"18.5387109 , -72.3389017",Ouest
PharmaDis,node,pharmacy,HT,18.5500355,-72.3117717,"18.5500355 , -72.3117717",Ouest
PharmaStar,node,pharmacy,HT,18.5494012,-72.3084782,"18.5494012 , -72.3084782",Ouest
pharmacie tete ensemble,node,pharmacy,HT,18.5783572,-72.3363234,"18.5783572 , -72.3363234",Ouest
unknown name,node,pharmacy,HT,18.2047549,-73.859552,"18.2047549 , -73.859552",Sud
Pharmacie Acemy,node,pharmacy,HT,18.5720448,-72.3260397,"18.5720448 , -72.3260397",Ouest
Pharmacie progre,node,pharmacy,HT,18.5759527,-72.3284046,"18.5759527 , -72.3284046",Ouest
vierge miracle,node,pharmacy,HT,18.2364726,-72.537451,"18.2364726 , -72.537451",Sud-Est
unknown name,node,pharmacy,HT,18.5725571,-72.3251467,"18.5725571 , -72.3251467",Ouest
unknown name,node,pharmacy,HT,18.5760573,-72.3285474,"18.5760573 , -72.3285474",Ouest
pharmacie emmanuel,node,pharmacy,HT,18.5749594,-72.3293025,"18.5749594 , -72.3293025",Ouest
Lamain divine de Dieu Pharmacie,node,pharmacy,HT,18.5998994,-72.3077181,"18.5998994 , -72.3077181",Ouest
Divinite Pharmacie,node,pharmacy,HT,18.3117518,-73.248059,"18.3117518 , -73.248059",Sud
Lunie clinique medical,node,pharmacy,HT,18.5973978,-72.2854652,"18.5973978 , -72.2854652",Ouest
mimi pharma Bethesda,node,pharmacy,HT,18.5798071,-72.3141479,"18.5798071 , -72.3141479",Ouest
Pharmacie du Souvenir,node,pharmacy,HT,18.5788835,-72.3150181,"18.5788835 , -72.3150181",Ouest
"Ghethno LABORATOIRE, PHARMACIE",node,pharmacy,HT,18.5951455,-72.2862717,"18.5951455 , -72.2862717",Ouest
"Deomed laboratoire, Pharmacie",node,pharmacy,HT,18.5952751,-72.2861592,"18.5952751 , -72.2861592",Ouest
Pharmacie le Bon Samaritain,node,pharmacy,HT,18.301268,-73.6543235,"18.301268 , -73.6543235",Sud
Pharmacie Dorvil 's,node,pharmacy,HT,19.1083674,-72.699744,"19.1083674 , -72.699744",Artibonite
Pharmacie Christ Vivant,node,pharmacy,HT,19.1123053,-72.6993823,"19.1123053 , -72.6993823",Artibonite
Pharmacie Mirma,node,pharmacy,HT,19.109666,-72.7000278,"19.109666 , -72.7000278",Artibonite
mini pharma,node,pharmacy,HT,18.5640018,-72.3360047,"18.5640018 , -72.3360047",Ouest
Saint-Pierre,node,pharmacy,HT,19.1040351,-72.7013409,"19.1040351 , -72.7013409",Artibonite
Pharmacie De Notre Damn,node,pharmacy,HT,18.1939707,-73.7500269,"18.1939707 , -73.7500269",Sud
Ideale pharmacie,node,pharmacy,HT,18.1949199,-73.7498739,"18.1949199 , -73.7498739",Sud
Dépot médical,node,pharmacy,HT,18.196391,-73.7515565,"18.196391 , -73.7515565",Sud
Pharmacie Sicard,node,pharmacy,HT,18.1960173,-73.7488163,"18.1960173 , -73.7488163",Sud
Pharmacie De Peuple,node,pharmacy,HT,18.1950984,-73.7489718,"18.1950984 , -73.7489718",Sud
unknown name,node,pharmacy,HT,18.1959462,-73.7538497,"18.1959462 , -73.7538497",Sud
Pharmacie,node,pharmacy,HT,18.1947346,-73.7489706,"18.1947346 , -73.7489706",Sud
Pharmacie Dime Lab,node,pharmacy,HT,18.1946405,-73.7492776,"18.1946405 , -73.7492776",Sud
Pharmacie du coin Kanadia,node,pharmacy,HT,18.1941421,-73.7490938,"18.1941421 , -73.7490938",Sud
Pharmacie Grandeur De Dieu,node,pharmacy,HT,18.1955554,-73.7498338,"18.1955554 , -73.7498338",Sud
Pharmacie Horizon,node,pharmacy,HT,18.1935172,-73.749421,"18.1935172 , -73.749421",Sud
Senyè Ou Devan Pharma,node,pharmacy,HT,18.2021526,-73.7614733,"18.2021526 , -73.7614733",Sud
Pharmacie Moderne,node,pharmacy,HT,18.1927081,-73.7494838,"18.1927081 , -73.7494838",Sud
Anixa Pharma,node,pharmacy,HT,18.1937398,-73.7481765,"18.1937398 , -73.7481765",Sud
Bonapharma,node,pharmacy,HT,18.1939347,-73.7449035,"18.1939347 , -73.7449035",Sud
Bonapharma,node,pharmacy,HT,18.1945035,-73.7499325,"18.1945035 , -73.7499325",Sud
Pharmacie Johny Baby,node,pharmacy,HT,18.1947881,-73.7520932,"18.1947881 , -73.7520932",Sud
Pharmacie de l'Éternel,node,pharmacy,HT,18.1939819,-73.7511826,"18.1939819 , -73.7511826",Sud
Pharmacie Bethel,node,pharmacy,HT,18.1939406,-73.7505769,"18.1939406 , -73.7505769",Sud
Parmacie La Génèse,node,pharmacy,HT,18.1939185,-73.7504957,"18.1939185 , -73.7504957",Sud
Laboratoire d'analyse médicale,node,pharmacy,HT,18.1939057,-73.750465,"18.1939057 , -73.750465",Sud
Pharmacie Bethesda,node,pharmacy,HT,18.1938942,-73.7504213,"18.1938942 , -73.7504213",Sud
Pharmacie Bon Accceuil,node,pharmacy,HT,18.1938633,-73.7499827,"18.1938633 , -73.7499827",Sud
unknown name,node,pharmacy,HT,18.1943635,-73.7510326,"18.1943635 , -73.7510326",Sud
unknown name,node,pharmacy,HT,18.1940348,-73.7501713,"18.1940348 , -73.7501713",Sud
unknown name,node,pharmacy,HT,18.1942939,-73.7501369,"18.1942939 , -73.7501369",Sud
unknown name,node,pharmacy,HT,18.1948126,-73.7501757,"18.1948126 , -73.7501757",Sud
Pharmacie Christ-Roi,node,pharmacy,HT,18.1945434,-73.7483557,"18.1945434 , -73.7483557",Sud
Pharmacie El Shadai,node,pharmacy,HT,18.1947331,-73.7499175,"18.1947331 , -73.7499175",Sud
Pharmacie Shekina,node,pharmacy,HT,18.1936224,-73.7494855,"18.1936224 , -73.7494855",Sud
Pharmacie Don de Dieu,node,pharmacy,HT,18.1929024,-73.7509748,"18.1929024 , -73.7509748",Sud
Adar Pharma,node,pharmacy,HT,18.1924304,-73.7524683,"18.1924304 , -73.7524683",Sud
Pharmacie d'abeille et de premier soin,node,pharmacy,HT,18.192599,-73.7460853,"18.192599 , -73.7460853",Sud
Le Regard Divin,node,pharmacy,HT,19.1022688,-72.6977936,"19.1022688 , -72.6977936",Artibonite
Grace Divine Pharmacy,node,pharmacy,HT,18.1959755,-73.7480068,"18.1959755 , -73.7480068",Sud
Union Bar Pharmacy,node,pharmacy,HT,18.8321743,-72.1055601,"18.8321743 , -72.1055601",Centre
Amide Pharmacie,node,pharmacy,HT,18.8351805,-72.1051934,"18.8351805 , -72.1051934",Centre
unknown name,node,pharmacy,HT,18.8363148,-72.1048106,"18.8363148 , -72.1048106",Centre
Pharmacie Emmanuel,node,pharmacy,HT,18.834282,-72.1014705,"18.834282 , -72.1014705",Centre
Clesno pharma,node,pharmacy,HT,18.8340086,-72.1031086,"18.8340086 , -72.1031086",Centre
unknown name,node,pharmacy,HT,18.8340343,-72.1003805,"18.8340343 , -72.1003805",Centre
La rose de l'henoi pharmicie,node,pharmacy,HT,18.834745,-72.0957105,"18.834745 , -72.0957105",Centre
unknown name,node,pharmacy,HT,18.8339415,-72.0992643,"18.8339415 , -72.0992643",Centre
Paraclet,node,pharmacy,HT,18.8357788,-72.1092717,"18.8357788 , -72.1092717",Centre
Germaine's pharma,node,pharmacy,HT,18.8332285,-72.1051809,"18.8332285 , -72.1051809",Centre
unknown name,node,pharmacy,HT,18.8374349,-72.113715,"18.8374349 , -72.113715",Centre
Pharmacie De Mirebalais,node,pharmacy,HT,18.8371573,-72.11151,"18.8371573 , -72.11151",Centre
Pharmacie la providence,node,pharmacy,HT,18.836519,-72.1106322,"18.836519 , -72.1106322",Centre
El shadai pharmacie,node,pharmacy,HT,18.8349231,-72.1057504,"18.8349231 , -72.1057504",Centre
Pharmacie de la Vie,node,pharmacy,HT,19.1044942,-72.7013125,"19.1044942 , -72.7013125",Artibonite
Phamacie de la delivrance,node,pharmacy,HT,19.1068017,-72.7004455,"19.1068017 , -72.7004455",Artibonite
Total Pharmacy,node,pharmacy,HT,18.2154411,-73.7576452,"18.2154411 , -73.7576452",Sud
Pharmacie Mazou,node,pharmacy,HT,19.1069484,-72.7000375,"19.1069484 , -72.7000375",Artibonite
Pharmacie Rosa,node,pharmacy,HT,18.202729,-73.7663925,"18.202729 , -73.7663925",Sud
Pharmacie Communautaire de Cavaillon,node,pharmacy,HT,18.3001823,-73.6536633,"18.3001823 , -73.6536633",Sud
Pharmacie Jube de Cavaillon,node,pharmacy,HT,18.3004353,-73.6539901,"18.3004353 , -73.6539901",Sud
Pharmacie Christ du Peuple,node,pharmacy,HT,19.1091171,-72.6986523,"19.1091171 , -72.6986523",Artibonite
Pharmacie Pain de Vie,node,pharmacy,HT,19.1110111,-72.6976176,"19.1110111 , -72.6976176",Artibonite
Doromy Shama,node,pharmacy,HT,19.1131004,-72.698316,"19.1131004 , -72.698316",Artibonite
Mahanaim,node,pharmacy,HT,18.5525613,-72.3338531,"18.5525613 , -72.3338531",Ouest
Notre_Dame d' altagrace,node,pharmacy,HT,19.1115422,-72.7007114,"19.1115422 , -72.7007114",Artibonite
Pharmacie St Antoine,node,pharmacy,HT,19.1128775,-72.7007311,"19.1128775 , -72.7007311",Artibonite
Roy,node,pharmacy,HT,19.1150409,-72.6994362,"19.1150409 , -72.6994362",Artibonite
Fleet Pharmacy,node,pharmacy,HT,19.1084615,-72.6985265,"19.1084615 , -72.6985265",Artibonite
Elta,node,pharmacy,HT,19.1139069,-72.6995363,"19.1139069 , -72.6995363",Artibonite
pharma Produit Cosmetique,node,pharmacy,HT,19.1135012,-72.6994454,"19.1135012 , -72.6994454",Artibonite
Pharmacy De Saut D'eau,node,pharmacy,HT,18.8167866,-72.2028667,"18.8167866 , -72.2028667",Centre
Clini Pharma,node,pharmacy,HT,18.8159692,-72.2015388,"18.8159692 , -72.2015388",Centre
Rx Pharmacy De Ainee,node,pharmacy,HT,18.2620393,-73.5463282,"18.2620393 , -73.5463282",Sud
Eben-Ezer,node,pharmacy,HT,18.9497944,-72.7060652,"18.9497944 , -72.7060652",Artibonite
Pharmacie Force Divine,node,pharmacy,HT,18.8312551,-72.1045127,"18.8312551 , -72.1045127",Centre
La Messi Pharmacy,node,pharmacy,HT,18.771288,-72.5134781,"18.771288 , -72.5134781",Ouest
Pharma Store,node,pharmacy,HT,18.7717993,-72.5133431,"18.7717993 , -72.5133431",Ouest
unknown name,node,pharmacy,HT,18.7692409,-72.513215,"18.7692409 , -72.513215",Ouest
A Belle Mini Pharma,node,pharmacy,HT,18.7712779,-72.5112272,"18.7712779 , -72.5112272",Ouest
Sagesse Immaculée Pharma,node,pharmacy,HT,18.7718821,-72.5152946,"18.7718821 , -72.5152946",Ouest
Clinia Pharmade Pattice,node,pharmacy,HT,18.7739099,-72.5074386,"18.7739099 , -72.5074386",Ouest
Lele Pharma,node,pharmacy,HT,18.7722852,-72.5150231,"18.7722852 , -72.5150231",Ouest
Dele One Pharma Store,node,pharmacy,HT,18.7931856,-72.5153815,"18.7931856 , -72.5153815",Ouest
Pharmacie Sacré-Coeur,node,pharmacy,HT,19.1123453,-72.7001464,"19.1123453 , -72.7001464",Artibonite
Elim Pharmacy,node,pharmacy,HT,18.2636901,-73.5457533,"18.2636901 , -73.5457533",Sud
Pharmacie Bon Samaritain,node,pharmacy,HT,19.1225142,-72.478725,"19.1225142 , -72.478725",Artibonite
Rason ole,node,pharmacy,HT,18.1974745,-73.7516745,"18.1974745 , -73.7516745",Sud
unknown name,node,pharmacy,HT,18.197855,-73.7526728,"18.197855 , -73.7526728",Sud
unknown name,node,pharmacy,HT,19.1103364,-72.7010219,"19.1103364 , -72.7010219",Artibonite
unknown name,node,pharmacy,HT,19.1092829,-72.700059,"19.1092829 , -72.700059",Artibonite
unknown name,node,pharmacy,HT,19.1093403,-72.700545,"19.1093403 , -72.700545",Artibonite
La Foi en Christ Pharmacie et Mini Market,node,pharmacy,HT,19.1078963,-72.7018825,"19.1078963 , -72.7018825",Artibonite
Pharmacie de la vie,node,pharmacy,HT,19.1074227,-72.7020958,"19.1074227 , -72.7020958",Artibonite
Mertha Pharma,node,pharmacy,HT,18.3178027,-73.2830997,"18.3178027 , -73.2830997",Sud
Bourpharma,node,pharmacy,HT,18.9495621,-72.7083486,"18.9495621 , -72.7083486",Artibonite
Pharmacie de Saint-Marc,node,pharmacy,HT,19.1086971,-72.7022014,"19.1086971 , -72.7022014",Artibonite
Hebreux 11 Pharmacie,node,pharmacy,HT,19.1080051,-72.7020375,"19.1080051 , -72.7020375",Artibonite
Pharmacie Jounam,node,pharmacy,HT,18.1983227,-73.7508387,"18.1983227 , -73.7508387",Sud
Pharm Bis,node,pharmacy,HT,18.199777,-73.7563252,"18.199777 , -73.7563252",Sud
Ray Stan,node,pharmacy,HT,18.1998481,-73.7565919,"18.1998481 , -73.7565919",Sud
La Sagesse Pharmacie,node,pharmacy,HT,18.279849,-73.3971683,"18.279849 , -73.3971683",Sud
Bethesda Pharma,node,pharmacy,HT,18.2812634,-73.3938376,"18.2812634 , -73.3938376",Sud
Bibie Pharma,node,pharmacy,HT,18.2807839,-73.3974731,"18.2807839 , -73.3974731",Sud
Pharmac Guermax,node,pharmacy,HT,18.2807789,-73.3975366,"18.2807789 , -73.3975366",Sud
Pharmace Du Respect,node,pharmacy,HT,18.2807121,-73.3977245,"18.2807121 , -73.3977245",Sud
Dina Pharma,node,pharmacy,HT,18.28243,-73.393971,"18.28243 , -73.393971",Sud
Pharmacie Dieu vivant,node,pharmacy,HT,19.4703277,-72.672972,"19.4703277 , -72.672972",Artibonite
Siloe,node,pharmacy,HT,18.950558,-72.7025829,"18.950558 , -72.7025829",Ouest
Pharmacie Commercial,node,pharmacy,HT,18.1987448,-73.7538552,"18.1987448 , -73.7538552",Sud
unknown name,node,pharmacy,HT,18.1985065,-73.7529039,"18.1985065 , -73.7529039",Sud
unknown name,node,pharmacy,HT,18.1985039,-73.7524863,"18.1985039 , -73.7524863",Sud
unknown name,node,pharmacy,HT,18.1974863,-73.7445387,"18.1974863 , -73.7445387",Sud
unknown name,node,pharmacy,HT,18.0835286,-73.6556625,"18.0835286 , -73.6556625",Sud
Emmanuelle Pharmacie,node,pharmacy,HT,18.5313995,-72.3154942,"18.5313995 , -72.3154942",Ouest
Sainte Theresae,node,pharmacy,HT,18.5144203,-72.2898801,"18.5144203 , -72.2898801",Ouest
unknown name,node,pharmacy,HT,18.5168422,-72.2901995,"18.5168422 , -72.2901995",Ouest
Boby,node,pharmacy,HT,18.5331051,-72.3570844,"18.5331051 , -72.3570844",Ouest
Le Repos Pharma,node,pharmacy,HT,18.5860854,-72.2738104,"18.5860854 , -72.2738104",Ouest
unknown name,node,pharmacy,HT,18.5864908,-72.2736599,"18.5864908 , -72.2736599",Ouest
Complexe Emi Pharma,node,pharmacy,HT,18.5449669,-72.3075413,"18.5449669 , -72.3075413",Ouest
Pharmacie Alpha et l'Omega,node,pharmacy,HT,18.5449927,-72.3073631,"18.5449927 , -72.3073631",Ouest
unknown name,node,pharmacy,HT,18.6083547,-72.279815,"18.6083547 , -72.279815",Ouest
Imedis,node,pharmacy,HT,18.5140626,-72.281625,"18.5140626 , -72.281625",Ouest
Astral Pharma,node,pharmacy,HT,19.7610253,-72.1993487,"19.7610253 , -72.1993487",Nord
Pharmacie de Madeline,node,pharmacy,HT,19.7244662,-72.181884,"19.7244662 , -72.181884",Nord
unknown name,node,pharmacy,HT,18.2806649,-73.3923113,"18.2806649 , -73.3923113",Sud
Koudakoud,node,pharmacy,HT,19.6699943,-72.1261203,"19.6699943 , -72.1261203",Nord
Pharmacie Bethesda,node,pharmacy,HT,19.67159,-72.1246958,"19.67159 , -72.1246958",Nord
